id,short_code,name,classification,type,size,color,description_main,description_extra,manufacturer,part_number
food_seasoning_herb_thyme_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Herb Thyme 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,herb,,thyme,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_herb_thyme_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Herb Thyme 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,herb,,thyme,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_salt_and_pepper_black_peppercorn_44_mm_diameter_100_mm_height_bottle_schwartz,,Food Seasoning Salt And Pepper Black Peppercorn 44 mm Diameter 100 mm Height Bottle Schwartz,food,seasoning,salt_and_pepper,,black_peppercorn,44_mm_diameter_100_mm_height_bottle,schwartz,
food_seasoning_salt_and_pepper_black_pepper_ground_44_mm_diameter_100_mm_height_bottle_schwartz,,Food Seasoning Salt And Pepper Black Pepper Ground 44 mm Diameter 100 mm Height Bottle Schwartz,food,seasoning,salt_and_pepper,,black_pepper_ground,44_mm_diameter_100_mm_height_bottle,schwartz,
food_seasoning_salt_and_pepper_salt_table_44_mm_diameter_100_mm_height_bottle_schwartz,,Food Seasoning Salt And Pepper Salt Table 44 mm Diameter 100 mm Height Bottle Schwartz,food,seasoning,salt_and_pepper,,salt_table,44_mm_diameter_100_mm_height_bottle,schwartz,
food_seasoning_salt_and_pepper_salt_table_750_gram_70_mm_diameter_200_mm_height_plastic_bottle_saxa,,Food Seasoning Salt And Pepper Salt Table 750 Gram 70 mm Diameter 200 mm Height Plastic Bottle Saxa,food,seasoning,salt_and_pepper,,salt_table,750_gram_70_mm_diameter_200_mm_height_plastic_bottle,saxa,
food_seasoning_salt_and_pepper_white_pepper_44_mm_diameter_100_mm_height_bottle_schwartz,,Food Seasoning Salt And Pepper White Pepper 44 mm Diameter 100 mm Height Bottle Schwartz,food,seasoning,salt_and_pepper,,white_pepper,44_mm_diameter_100_mm_height_bottle,schwartz,
food_seasoning_spice_allspice_ground_100_gram_bag,,Food Seasoning Spice Allspice Ground 100 Gram Bag,food,seasoning,spice,,allspice_ground,100_gram_bag,,
food_seasoning_spice_allspice_ground_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Allspice Ground 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,allspice_ground,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_allspice_ground_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Allspice Ground 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,allspice_ground,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_cardamom_100_gram_bag,,Food Seasoning Spice Cardamom 100 Gram Bag,food,seasoning,spice,,cardamom,100_gram_bag,,
food_seasoning_spice_cardamom_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Cardamom 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,cardamom,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_cardamom_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Cardamom 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,cardamom,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_cayenne_pepper_100_gram_bag,,Food Seasoning Spice Cayenne Pepper 100 Gram Bag,food,seasoning,spice,,cayenne_pepper,100_gram_bag,,
food_seasoning_spice_cayenne_pepper_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Cayenne Pepper 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,cayenne_pepper,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_cayenne_pepper_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Cayenne Pepper 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,cayenne_pepper,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_chilli_flakes_100_gram_bag,,Food Seasoning Spice Chilli Flakes 100 Gram Bag,food,seasoning,spice,,chilli_flakes,100_gram_bag,,
food_seasoning_spice_chilli_flakes_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Chilli Flakes 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,chilli_flakes,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_chilli_flakes_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Chilli Flakes 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,chilli_flakes,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_chilli_powder_100_gram_bag,,Food Seasoning Spice Chilli Powder 100 Gram Bag,food,seasoning,spice,,chilli_powder,100_gram_bag,,
food_seasoning_spice_chilli_powder_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Chilli Powder 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,chilli_powder,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_chilli_powder_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Chilli Powder 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,chilli_powder,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_cinnamon_ground_100_gram_bag,,Food Seasoning Spice Cinnamon Ground 100 Gram Bag,food,seasoning,spice,,cinnamon_ground,100_gram_bag,,
food_seasoning_spice_cinnamon_ground_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Cinnamon Ground 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,cinnamon_ground,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_cinnamon_ground_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Cinnamon Ground 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,cinnamon_ground,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_cloves_100_gram_bag,,Food Seasoning Spice Cloves 100 Gram Bag,food,seasoning,spice,,cloves,100_gram_bag,,
food_seasoning_spice_cloves_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Cloves 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,cloves,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_cloves_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Cloves 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,cloves,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_corriander_ground_100_gram_bag,,Food Seasoning Spice Corriander Ground 100 Gram Bag,food,seasoning,spice,,corriander_ground,100_gram_bag,,
food_seasoning_spice_corriander_ground_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Corriander Ground 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,corriander_ground,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_corriander_ground_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Corriander Ground 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,corriander_ground,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_cumin_ground_100_gram_bag,,Food Seasoning Spice Cumin Ground 100 Gram Bag,food,seasoning,spice,,cumin_ground,100_gram_bag,,
food_seasoning_spice_cumin_ground_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Cumin Ground 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,cumin_ground,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_cumin_ground_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Cumin Ground 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,cumin_ground,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_curry_powder_100_gram_bag,,Food Seasoning Spice Curry Powder 100 Gram Bag,food,seasoning,spice,,curry_powder,100_gram_bag,,
food_seasoning_spice_curry_powder_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Curry Powder 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,curry_powder,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_curry_powder_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Curry Powder 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,curry_powder,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_empty_100_gram_bag,,Food Seasoning Spice Empty 100 Gram Bag,food,seasoning,spice,,empty,100_gram_bag,,
food_seasoning_spice_empty_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Empty 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,empty,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_empty_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Empty 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,empty,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_fennel_seeds_100_gram_bag,,Food Seasoning Spice Fennel Seeds 100 Gram Bag,food,seasoning,spice,,fennel_seeds,100_gram_bag,,
food_seasoning_spice_fennel_seeds_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Fennel Seeds 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,fennel_seeds,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_fennel_seeds_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Fennel Seeds 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,fennel_seeds,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_garam_masala_100_gram_bag,,Food Seasoning Spice Garam Masala 100 Gram Bag,food,seasoning,spice,,garam_masala,100_gram_bag,,
food_seasoning_spice_garam_masala_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Garam Masala 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,garam_masala,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_garam_masala_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Garam Masala 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,garam_masala,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_ginger_ground_100_gram_bag,,Food Seasoning Spice Ginger Ground 100 Gram Bag,food,seasoning,spice,,ginger_ground,100_gram_bag,,
food_seasoning_spice_ginger_ground_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Ginger Ground 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,ginger_ground,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_ginger_ground_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Ginger Ground 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,ginger_ground,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_mustard_seed_100_gram_bag,,Food Seasoning Spice Mustard Seed 100 Gram Bag,food,seasoning,spice,,mustard_seed,100_gram_bag,,
food_seasoning_spice_mustard_seed_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Mustard Seed 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,mustard_seed,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_mustard_seed_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Mustard Seed 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,mustard_seed,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_nutmeg_ground_100_gram_bag,,Food Seasoning Spice Nutmeg Ground 100 Gram Bag,food,seasoning,spice,,nutmeg_ground,100_gram_bag,,
food_seasoning_spice_nutmeg_ground_42_mm_width_42_mm_height_100_mm_depth_bottle_tesco,,Food Seasoning Spice Nutmeg Ground 42 mm Width 42 mm Height 100 mm Depth Bottle Tesco,food,seasoning,spice,,nutmeg_ground,42_mm_width_42_mm_height_100_mm_depth_bottle,tesco,
food_seasoning_spice_nutmeg_ground_44_mm_diameter_100_mm_depth_bottle_schwartz,,Food Seasoning Spice Nutmeg Ground 44 mm Diameter 100 mm Depth Bottle Schwartz,food,seasoning,spice,,nutmeg_ground,44_mm_diameter_100_mm_depth_bottle,schwartz,
food_seasoning_spice_paprika_100_gram_bag,,Food Seasoning Spice Paprika 100 Gram Bag,food,seasoning,spice,,paprika,100_gram_bag,,
